Date,SF_absolute_humidity,SF_relative_humidity,SF_mean_air_temperature,SF_atmospheric_pressure,SF_potential_evaporation,SF_net_radiation,SF_volumetric_water_content,SF_soil_temperature,SF_wind_speed,catchment_daily_precipitation_armley,catchment_daily_precipitation_kildwick,discharge_armley,discharge_kildwick,river_level_snaygill,river_level_kildwick,river_level_kirkstall,headingley_precipitation,malham_precipitation,skipton_snaygill_precipitation,farnley_hall_precipitation,embsay_precipitation,silsden_precipitation,lower_laithe_precipitation
19/06/2020,10.4,87.3,13.8,1005.2,2.1,9.2,29.3,16.2,2.8,5.046162855,5.879260302,6.05,0.871,0.034,0.208,1.511,2,6.6,4.2,1.2,6.8,8.6,5.2
20/06/2020,9.7,73.8,15.6,1010.1,3.4,11.6,28.2,16.4,2.6,5.755013371,5.193674273,5.29,0.954,-0.029,0.223,1.505,6.2,8.6,3.6,7.2,4.4,4.8,4.8
21/06/2020,9.6,73.3,15.6,1007.6,3.6,13.1,29.8,17.2,3.9,1.264039559,2.002754718,6.81,1.02,0.019,0.218,1.548,0.8,2.2,1,0,2.4,0.6,1.6
22/06/2020,8.9,64.7,16.5,1014.7,4.4,14.3,28.1,17.1,3.2,0.026455807,0.048887602,4.68,0.93,0.004,0.23,1.5,0,0.2,0,0,0,0,2
23/06/2020,11.5,69.5,19.5,1015.3,3.6,12,26.5,18.4,2.6,0.02288257,0.05527328,3.98,0.752,-0.066,0.201,1.488,0,0.4,0,0,0,0,0
24/06/2020,12.5,71.5,20.7,1015.1,4.9,16.8,25.1,19.6,2.4,6.30E-05,8.36E-05,4.05,0.611,-0.14,0.184,1.478,0.4,0,0,0,0,0,0
25/06/2020,11.9,72,19.7,1011.3,5.3,17.8,24,20.3,2.1,0.000557916,0.001023695,3.75,0.547,-0.019,0.172,1.466,0.2,0,0,0,0,0,0
26/06/2020,13.1,79.5,19.4,1001.7,3.4,11.1,21.3,19.9,1.6,7.416209407,7.361592915,5.28,0.849,-0.17,0.167,1.509,15,16.8,2.2,10.8,2.8,4.6,3.4
27/06/2020,11.1,84.1,15.5,994.1,2.7,9.9,23,19.3,3.9,22.94578758,30.33152364,9.59,3.83,0.161,0.316,1.587,7.6,25.8,31.2,5.6,30.4,22.8,18
28/06/2020,8.5,74.5,13.1,996.1,2.9,9,24,17.4,5.5,18.52202964,22.86930793,18.4,10.5,1.232,0.643,1.623,10.8,31,11,8.8,12.6,11,19.4
29/06/2020,9.4,85.5,12.6,996.2,1.4,3.3,26.6,15.9,4.8,5.156335758,5.194453442,26.2,14.3,1.825,0.83,1.727,1.6,7.6,3.8,2.2,5.4,2.4,8
30/06/2020,10.1,82.9,14.1,997.5,1.7,6.3,27.1,16,2.4,0.892406669,0.854815568,15.4,5.92,0.867,0.638,1.7,0,1.6,0.6,2.4,0.2,1,0.8
01/07/2020,10.7,86.7,14.4,997.7,1.6,6.5,25.8,16.5,1.5,6.574877188,4.644043768,9.86,3.24,0.357,0.432,1.596,5.2,6.8,3,9.8,2.8,6.4,9.2
02/07/2020,10,93,12.1,1004.8,1.4,5.9,28.2,15.9,2.1,3.279811673,5.086426417,11,2.61,0.506,0.357,1.597,1,8.6,1.6,0.4,3.6,2.2,2
03/07/2020,10.2,82.2,14.5,1003,2.1,7.5,28.3,15.8,4.6,15.54006662,21.28623884,15.8,13.3,0.797,0.528,1.589,1.8,37.8,7.4,1.2,14.6,7.2,17.4
04/07/2020,11.8,81.3,17.1,998.5,2.5,9.4,28.5,16.8,4,4.221540431,5.331068151,29.6,15.9,2.227,1.079,1.788,0.8,10.6,2,1.4,2.8,3.2,4
05/07/2020,8.8,70,14.7,997.9,4.2,15.1,25.9,17.1,6.2,12.39829566,13.66386409,21.9,11.8,1.404,0.727,1.714,3.6,15,10.8,6,13,12.4,18
06/07/2020,8.2,68.6,14.1,1010.1,3.4,10.4,24.5,16.4,4.1,0.06316386,0.139303117,21.9,10.1,1.511,0.799,1.75,0,0.8,0,0,0,0,0
07/07/2020,9,82.1,12.6,1011.7,1.7,6,24.6,16,1.8,5.948574738,4.018337195,15,5.56,0.797,0.531,1.653,7.2,2,3.4,9.4,3.4,4.6,7
08/07/2020,9.5,85.7,12.8,1008.8,2,8.1,27.2,16.1,2.3,26.86590903,25.58754218,27.2,8.47,0.581,0.478,1.651,24.6,19.8,22.2,26.2,25.6,25.4,26.4
09/07/2020,9.7,94.6,11.4,1007,1.2,5,33.4,15.2,2.1,2.408848076,1.888138459,57.1,23.1,2.364,1.099,1.954,3,1.6,1,5.4,2,3.2,2
10/07/2020,9.2,82.4,12.9,1011.2,2.9,12.9,32.4,15.8,2.2,3.632894421,2.04959763,30.9,9.06,1.341,0.796,1.758,6.2,6,0.8,7.4,7.6,2.4,0.4
11/07/2020,8,69.6,13.5,1019.5,4.1,15.7,30.3,16.4,2.9,0.00163055,0.001376096,17.3,5.34,0.765,0.555,1.646,0,0,0,0,0,0,0
12/07/2020,8.2,67.8,14.6,1021.1,3.9,13.7,29.2,16.4,1.3,0.38135163,0.226451819,12.2,3.66,0.482,0.445,1.577,0.8,0,0.2,2.2,0,0.2,0.2
13/07/2020,10.4,78.3,15.5,1013.9,2.2,7.8,28.2,16.8,2.5,0.610284851,0.872718297,10,2.95,0.352,0.387,1.564,0.2,1.6,0.6,0,1,0.2,0.6
14/07/2020,8.9,73.6,14.1,1009.7,3.1,11,27.6,16.8,3.1,1.176788656,1.476454521,8.59,2.44,0.281,0.356,1.573,0.6,1.6,0.8,0.6,2.2,0.6,1.6
15/07/2020,10.4,85.5,14.2,1008,,,28.8,16.4,2.6,0.72808533,0.987978377,7.91,2.23,0.236,0.333,1.565,0.6,0.6,0.6,1.2,1.4,0.6,0.4
16/07/2020,11.6,79.6,17.2,1012.3,3.5,14.9,25.9,17.5,3.2,0.081520788,0.190721238,7.25,1.9,0.197,0.312,1.565,0,1,0,0,0.2,0,0
17/07/2020,11.9,76.4,18.4,1012.1,3.2,11.2,26.2,18.2,2.7,0.809306694,1.620301954,6.69,1.7,0.156,0.292,1.547,0,5.4,0,0,0.6,0.2,0.4
18/07/2020,11.5,81.8,16.5,1009.5,1.7,5.1,25.7,18,2.6,0.826186866,1.225380036,6.39,1.69,0.145,0.285,1.548,0.8,4.4,0.8,0.4,0.6,0.2,0.4
19/07/2020,8,67.1,14.3,1012.5,3.8,12.3,24.3,17.5,2.7,0.002772946,0.004413052,6.03,1.59,0.147,0.289,1.543,0,0,0,0,0,0,0
20/07/2020,7.7,68.1,13.2,1016.8,3.3,9.8,23.5,16.6,2.8,0.003095352,0.002875426,5.6,1.37,0.101,0.266,1.535,0,0,0,0,0,0,0
21/07/2020,8,66.1,14.5,1019.1,3.1,10.1,22.5,16.5,2.2,0.003086209,0.003629277,5.32,1.26,0.077,0.253,1.529,0,0,0,0,0,0,0
22/07/2020,9.6,73,15.6,1014.9,2.2,6.3,21.3,16.8,1.9,2.211940766,4.165098791,5.21,1.22,0.064,0.246,1.525,1.6,16.6,0.6,2.2,0,0.4,0.2
23/07/2020,11.2,82.6,15.9,1006.6,1.8,6,22,16.8,2.5,1.061718182,1.70697384,5.3,1.51,0.09,0.254,1.523,0.2,3.6,0.4,0.4,0.2,0.4,0.8
24/07/2020,10.3,73.2,16.8,1004,3.3,12.5,20.8,17.6,2.1,3.595809124,4.413265367,5.74,1.61,0.142,0.288,1.525,1.6,5.8,2.6,2,3.6,3,4.2
25/07/2020,11.7,80,17.2,997.1,2.6,9.1,22.7,18.2,3,3.857169357,3.491243124,6.17,1.61,0.129,0.278,1.528,3.6,9.2,0.2,2.4,0.4,3,8
26/07/2020,9.9,72.2,16.5,1000.4,3.6,11.7,22.4,17.7,3.3,7.938659315,9.738283114,6.25,1.84,0.159,0.285,1.544,4,13.8,9,4,9.4,4.8,6.4
27/07/2020,11.1,87.1,14.8,996.2,1.5,4.5,24.9,17.1,4.3,6.887881122,7.095389286,12.9,6.06,0.503,0.382,1.592,11.2,12.8,3.8,11.6,4.8,4,8
28/07/2020,8.6,73.3,13.6,1004.4,3.2,11.6,25.9,16.4,4.7,2.042450366,2.6115228,11.4,4.29,0.705,0.532,1.625,0.6,2,3.8,0,2.8,3.8,3.4
29/07/2020,8.4,69.2,14.3,1012,3.4,12,24.5,16.7,2.7,2.795584194,4.264352997,7.66,2.7,0.366,0.387,1.562,0.6,6.2,3.6,0.8,4.2,3,1.4
30/07/2020,11.1,79.5,16.8,1011,2.1,7.1,23.1,17.4,1.6,0.099433844,0.122564848,6.73,2.53,0.27,0.343,1.535,0.2,0,0.2,0,0.2,0.2,0.2
31/07/2020,11.5,66.1,21.8,1004.5,5.3,13.6,23.3,18.5,3,1.371350592,1.637887662,6.74,2.01,0.229,0.331,1.529,0.6,5.2,0.4,0,1.8,0.8,0
01/08/2020,10.8,73.1,17.3,1006.9,3.3,10.2,24.6,18.9,3,1.835119629,2.540105268,5.5,1.71,0.158,0.294,1.52,0,5.4,1.2,0,1.2,0.6,3
02/08/2020,9.3,71.8,15.4,1008.3,3.3,10.9,22.9,18.2,2.9,0.320667235,0.714777857,5.37,2.11,0.182,0.288,1.511,0,3,0,0,0.4,0,0
03/08/2020,8.3,67.7,14.7,1009.7,3.4,10.6,21.4,17.8,2.2,0.450234949,0.512960427,5.7,1.84,0.176,0.315,1.511,0,0.6,0.2,0.2,0.4,0.4,0.4
04/08/2020,9.8,80.1,14.3,1005.5,1.8,3.5,20.8,16.5,3.7,5.619046132,9.043624512,5.37,1.68,0.081,0.28,1.503,1.8,11,5.2,1.4,6,2.2,3
05/08/2020,12.5,74.3,19.6,1001.4,3.3,9.6,21.7,17.5,4.3,2.280844726,2.028693176,7.26,3.97,0.356,0.335,1.502,1.4,4.4,0.8,2,0.6,2.6,2.8
06/08/2020,13.3,79.4,19.6,1009.1,2.2,6.6,20.9,18.2,1.8,0.001655993,0.001818368,7.24,2.96,0.36,0.407,1.564,0,0,0,0,0,0,0
07/08/2020,14.4,77,21.9,1011.5,3.7,11.7,21.4,19.2,2,0.009031745,0.002913378,5.99,2.11,0.195,0.336,1.536,0,0,0,0,0,0,0
08/08/2020,11.6,75.6,18.4,1016.6,4,12.6,20.7,19.3,2.4,9.08E-07,0,5.25,1.71,0.119,0.3,1.519,0,0,0,0,0,0,0
09/08/2020,11.5,80.4,16.9,1015.7,2.6,8.9,20.2,18.6,2.8,0.1014619,0.035069966,4.88,1.48,0.07,0.275,1.508,0,0,0,0,0,1,0.4
10/08/2020,12.3,74,19.9,1011.6,3.9,12.2,19.7,19.2,2.7,0.91722157,1.620984144,4.76,1.35,0.042,0.263,1.504,0,0.4,0.8,0,0.4,0,2.2
11/08/2020,13.5,74.1,21.5,1010.2,3.5,10.3,19.5,19.8,2.4,0.520043784,0.136645431,4.8,1.28,0.023,0.254,1.499,0.2,0.2,0,0.6,0.2,0.2,0.4
12/08/2020,14.4,76.3,22.2,1008.9,3.5,11.6,18,20.5,1.6,0.085159719,0.172388923,4.68,1.07,0.006,0.242,1.495,0,0,0,0,0,0,0
13/08/2020,12.9,90.6,16.7,1009.7,1.5,5,18.2,19.4,4.1,0.008351387,0.011386698,4.29,0.977,-0.008,0.223,1.491,0,0,0,0,0,0,0
14/08/2020,12.4,84.2,17.4,1010.3,2.9,11.1,17.5,19,3.6,0.003155194,0.005346177,4.3,0.911,0.063,0.218,1.49,0,0,0,0,0,0,0
15/08/2020,11.8,88.7,15.7,1011.5,1,2.7,17.7,18.3,2.1,3.218821636,4.190212935,4.43,0.93,0.152,0.213,1.489,1.8,3.4,5,2.8,2.8,3.8,1.4
16/08/2020,12.4,96.4,15,1007.3,0.6,2.1,19.4,17.4,2.6,8.183840014,9.389268153,5.92,1.06,0.179,0.225,1.522,6,12.6,8.2,6,10.8,10,7.6
17/08/2020,12.5,89.4,16.7,1001,2.1,7.9,24.1,17.9,2,9.908553617,7.634291467,8.83,1.39,0.251,0.261,1.537,13.4,6.6,3.6,6.2,5,17.2,11.4
18/08/2020,11.8,85.1,16.7,999.7,2.3,7.7,23.7,18,2.2,2.777118712,4.34173164,7.8,2.62,0.355,0.279,1.55,1.8,6.2,3,0.8,6.4,1.6,0.8
19/08/2020,13.6,93.9,17,995.3,1.3,5.1,23.7,17.8,3.2,9.298976075,9.073380733,11.1,2.33,0.424,0.331,1.556,10.8,15.8,5,8.8,7,8.8,9
20/08/2020,10.2,63.7,19.1,993.2,4.6,12.2,27.1,18.4,4.4,2.907195385,3.289544554,9.97,3.9,0.653,0.444,1.616,1.4,3.6,1.6,1.2,1.6,2.6,2.8
21/08/2020,10.9,73,17.6,989.9,3.2,6.9,24.8,17.7,6.6,12.46379437,18.20458126,8.88,3.81,0.508,0.338,1.564,2.6,29.4,17,2.2,16.4,15.2,7.8
22/08/2020,10.9,82,15.7,999.5,2.2,6.2,28,17.1,4.5,9.456312099,9.703905831,23.4,17.1,1.699,0.873,1.658,7.8,8,6.8,15,11.8,7.2,12
23/08/2020,10.8,81.5,15.7,1006.4,2,5.7,30.5,17.1,3.3,2.932950461,3.919333478,23.2,10.8,1.851,0.872,1.79,0.4,6.4,2.8,1,5,4.2,2.4
24/08/2020,9,72.8,14.9,1006.7,3.2,11.7,27.9,17.4,2.7,16.54300381,15.43111099,14.1,6.21,1.053,0.581,1.646,13.4,19,13.2,13,12.8,19,22.6
25/08/2020,12.2,93.1,15.4,987.3,1,3.3,30.4,16.9,5.6,20.26207725,21.93424021,60.5,35.9,2.115,1.219,1.848,8,26.2,18.8,9.4,13.8,20.6,26
26/08/2020,10.6,83,15,1002.9,1.6,4,30.4,16.7,3.2,0.119894905,0.084790018,52.3,25.7,3.304,1.791,1.987,1.6,0,0,0.2,0.2,0.2,0
27/08/2020,10.3,91.8,13,1003.8,1,3,30.8,16.1,1.9,14.52091234,12.19867684,32.1,14.1,1.726,0.811,1.729,14.4,13.4,11,11.2,11.4,14.2,17.8
28/08/2020,9.6,90.7,11.9,997.1,1,2.2,33.9,15.4,4.3,1.095190689,0.492355284,41.1,14.3,1.946,0.898,1.816,1.6,0.2,0.2,1.8,0,0,1
29/08/2020,7.9,78.7,11.1,1005.2,1.6,2.7,32.8,14.3,5.3,0.827961403,0.195312579,22.5,8.06,1.235,0.726,1.741,0.4,0,0,2,0,0,2.2
30/08/2020,7.4,74.3,11.2,1013.4,2,5.3,29.8,14.1,2.7,0.000562636,0.000492452,15.7,5.45,0.849,0.55,1.629,0,0,0,0,0,0,0
31/08/2020,7.1,72.5,11.5,1015.3,2.9,9.4,28.3,14.1,1.4,0.006008623,0.00029228,12.3,4.07,0.649,0.467,1.587,0,0,0,0,0,0,0
01/09/2020,7.9,72.8,12.9,1013.8,2.2,6.6,29,14.4,1.4,0.001829933,0.002400223,10.6,3.26,0.536,0.414,1.576,0,0,0,0,0,0,0
02/09/2020,9.9,85.2,13.6,1008.7,1.8,5.2,30.7,14.6,3.3,18.47883832,18.08055552,23.5,7.07,0.591,0.499,1.796,20.2,14.6,16.2,20,34,20.6,15.2
03/09/2020,10.7,75.7,16.7,1005,2.7,8.3,31.9,15.6,4.2,0.185384455,0.23430452,24.4,8.6,1.398,0.741,1.735,0,0.4,0,0.2,0.4,0,0.2
04/09/2020,8.7,72,14.1,1010.8,2.1,3.8,31.1,15.5,3.5,0.763262568,1.022611707,14.8,4.82,0.807,0.521,1.667,0.2,0,1,0.2,2,4.2,0.4
05/09/2020,8.4,73.8,13.2,1011.7,2.1,5.1,29.4,15.1,3.6,1.042548914,2.14257325,11.5,3.75,0.605,0.443,1.615,0,7.8,0.4,0,2.8,0.6,0
06/09/2020,10,85.2,13.6,1013,1.4,5.1,29.7,15.5,2,3.441689319,3.718275713,10.3,3.31,0.528,0.408,1.593,4.4,8.2,1,3.2,8.4,1.2,2.2
07/09/2020,11.3,90.4,14.5,1012.9,1.2,4.4,31.3,15.4,3.4,1.930278601,2.572768875,10.1,3.41,0.52,0.4,1.586,1.2,8.2,0.4,0.4,2.4,0.4,1
08/09/2020,13.9,87.2,18.6,1014.1,1.3,3.8,33,16.1,3.1,2.988858784,4.653693081,9.98,3.7,0.567,0.419,1.583,0.2,10.2,2.2,0.2,8.2,1,2.8
09/09/2020,9.8,72.9,15.8,1015.1,2.9,8.3,30.9,16.7,4.2,0.001655771,0.00272457,10.6,4.45,0.674,0.459,1.586,0,0,0,0,0,0,0
10/09/2020,7.4,73.1,11.5,1015.6,1.7,3.4,28.2,15.3,2.1,0.002067502,0.003511798,9.5,3.46,0.574,0.417,1.588,0,0,0,0,0,0,0
11/09/2020,8.8,72.4,14.1,1006.3,2.3,4.6,28.9,15.1,4.1,2.961058889,3.838132806,8.56,3.02,0.476,0.385,1.568,2,6,2.8,2.2,2.6,1.8,0
12/09/2020,8.8,71,14.8,1009.2,2.7,7.1,29.7,15.4,3.8,0.008771848,0.017033631,8.3,3,0.482,0.388,1.572,0,0,0,0,0,0,0
13/09/2020,11,71.2,18.3,1012.4,2.9,6.5,28.4,15.9,4,0.020770534,0.037899432,7.54,2.46,0.41,0.357,1.56,0,0.2,0,0,0,0,0
14/09/2020,10.9,73.2,18.1,1014.5,2.6,6.9,26.9,15.9,1.4,0.000195842,0.00021397,6.94,2.15,0.353,0.328,1.545,0,0,0,0,0,0,0
15/09/2020,11.3,74.4,18.6,1013.2,2.3,7.2,26.1,16,1.1,0.467950328,1.038467216,6.48,1.95,0.319,0.312,1.533,0,3.2,0.4,0.2,0.8,0,0
16/09/2020,10.5,85,14.4,1021.3,0.9,1.3,26.5,15.9,3.1,0.008347398,0.018868748,6.14,1.8,0.294,0.3,1.527,0,0,0,0,0,0,0
17/09/2020,8.7,80.3,12.7,1024.9,2.1,6.1,25.9,15.2,2,0.002211695,0.002442801,5.88,1.66,0.269,0.288,1.522,0,0,0,0,0,0,0
18/09/2020,8.3,79.2,12.2,1021.2,2.2,6.5,24.8,14.6,2.7,0,0,5.65,1.56,0.249,0.279,1.518,0,0,0,0,0,0,0
19/09/2020,8.9,76.4,13.5,1017.4,2.2,6.3,24.1,14.8,3.4,0.053063097,0.050631372,5.39,1.46,0.231,0.271,1.515,0,0,0,0,0,0.4,0
20/09/2020,9.2,79.9,13.3,1016.5,1.5,4.4,23.9,14.8,2.2,0.010839499,0.002763592,5.27,1.4,0.219,0.263,1.51,0.2,0,0,0,0,0,0
21/09/2020,9.2,77.3,14.2,1010.5,2.2,5.9,23.8,14.7,2,0.028830653,0.049176795,5.26,1.37,0.212,0.258,1.508,0,0.2,0,0,0,0,0
22/09/2020,10.5,80.6,15.6,1000,2.2,5.6,23.6,14.7,3,11.05680074,14.14958016,5.16,1.38,0.203,0.254,1.507,5.4,17.4,16.2,5,16.6,12,0
23/09/2020,9.8,94.5,11.6,991.4,0.5,1.3,26.6,14.6,2.9,13.56541274,13.60704128,15.2,5.55,0.49,0.383,1.573,10.4,8.6,13.8,10.8,13.4,16.4,5.6
24/09/2020,7.8,93.2,8.2,988,1.1,3.8,31,13.1,2.2,7.24622433,7.610019915,23.1,7.31,0.995,0.597,1.673,1.4,11.8,4.6,3.2,6,8.4,4.6
25/09/2020,6.4,69.8,9.8,997.5,2.4,4.1,32.1,12.3,6.4,0.142625248,0.196248253,16.4,5.37,0.913,0.579,1.699,0,0.4,0.2,0.4,0.2,0,0
26/09/2020,6.3,69.4,9.2,1006.5,2,2.9,29.6,11.8,5.9,0.000640727,0.000551516,10.1,3.41,0.559,0.427,1.607,0,0,0,0,0,0,0
27/09/2020,7,79.1,9.2,1008.8,1.3,1.5,31.2,11.8,3.9,0.013487126,0.02997585,7.91,2.68,0.432,0.37,1.567,0,0.2,0,0,0,0,0
28/09/2020,8.6,84.8,10.9,1006.2,1.2,3.4,29.7,11.9,2.1,0.392404044,0.683232557,7.09,2.35,0.37,0.339,1.549,0,0.2,0.8,0,2.4,0.2,0
29/09/2020,7.8,74.6,12.2,1008.3,1.7,4.4,26.1,12.8,1.5,0.331692479,0.636515241,6.6,2.19,0.344,0.325,1.541,0,1.4,0,0,0.4,0,0
30/09/2020,9.2,92.1,10.8,996.7,0.7,1.3,29.4,12.4,3.6,11.34657022,13.70817384,10.3,6.51,0.459,0.352,1.577,7.6,16.4,12.8,6.8,14.4,9,9.8
01/10/2020,7.4,81.4,9.7,989.4,,2.6,31.4,12.4,1.9,0.027770991,0.010620282,15.8,6.99,1.262,0.682,1.64,0,0,0,0.2,0,0.2,0
02/10/2020,8.4,88.8,10,989.9,1,2.1,29.4,11.7,3,6.046622935,6.109207666,10.2,4.25,0.69,0.478,1.606,5.4,6,4.8,5,14.6,5.8,0.2
03/10/2020,11,99,12.6,982.2,0.1,0.6,34.8,12.4,3.4,31.44325392,31.90520821,58.7,28.1,1.341,1.036,1.859,32.2,28.4,27.8,27,51.8,32,0.2
04/10/2020,9.3,90.1,11.6,976.1,0.8,2.3,34.4,12.6,2.8,0.504724646,0.345149449,63.4,29.8,3.418,1.824,2.047,2,0.8,0.2,0.8,0,0.4,0.2
05/10/2020,9,81.8,12.6,984.5,1.4,3.7,33.4,12.9,3.3,2.110254392,2.824594519,29,12.1,1.739,0.966,1.81,0.8,4,1.8,0.4,3.2,1.4,2
06/10/2020,8.8,85.3,11.6,988,0.9,1.1,32.1,12.8,3.6,4.588089456,4.87534867,21.8,9.06,1.178,0.675,1.66,1.6,7,4,2.6,3,4.4,4.6
07/10/2020,7.8,75.6,11.5,1002.1,1.5,2,31.4,12.6,4.3,23.19264779,21.21465937,30.2,12,1.156,0.671,1.646,21,18.2,19,22,23.6,21.2,26.2
08/10/2020,8,87.3,9.7,1003.3,0.9,1.8,36.3,12.3,3.3,2.168136044,2.959168433,71.4,30.8,2.749,1.406,1.977,0.4,3.4,2.4,0.4,5,2.4,1.6
09/10/2020,6.8,77.6,8.9,1008.4,1.3,1.5,32.1,11.9,4.5,4.282016792,5.041583768,33.7,14,1.877,0.946,1.821,0.2,10,2.2,0.8,4,2,8.2
10/10/2020,7.5,83,9.4,1012.6,1.2,2.9,34.8,11.6,3.4,1.611027259,0.72547355,30.6,10.8,1.448,0.753,1.739,6,1.6,0.2,10.2,1.6,0.6,0.2
11/10/2020,7,76.4,9.7,1018.6,1.3,2.6,34.8,11.4,2.9,0.045564295,0.086855101,21.2,7.83,1.121,0.669,1.695,0,0,0,0.2,0,0,0
12/10/2020,8,87.8,9.5,1009.1,0.6,0.8,33.3,11.4,3.2,1.784908822,1.804223468,17.5,6.61,0.918,0.575,1.626,2.2,2.8,0.8,2,3.2,1.2,1.2
13/10/2020,8,91.2,8.8,1005.7,0.5,-0.3,34.8,11,3.2,4.469883537,4.714998059,17.8,6.46,0.863,0.55,1.619,4.8,5.4,5.6,3.6,9.2,9,1.4
14/10/2020,8.4,90.4,9.9,1018.9,1,1.8,35.4,11.2,2.6,1.826224525,1.270894117,17.2,6.15,0.878,0.569,1.631,4.6,2.6,1,0.8,1.6,1.2,3.8
15/10/2020,7.6,89.5,8.5,1021.4,0.8,2.5,34.1,10.9,2.8,0.846350883,0.542457293,15.3,5.17,0.745,0.514,1.604,1.4,0.6,0.6,0.4,0.4,1.8,0.6
16/10/2020,7.5,86.3,9,1020.5,0.9,2.4,32.4,11,2.3,0.158299175,0.093576475,13,4.53,0.663,0.481,1.585,0.2,0,0.2,0.2,0,0.2,0.2
17/10/2020,8.1,89.8,9.4,1017.2,0.6,1.1,32.1,11.1,2.3,0.215140193,0.135788596,11.5,3.98,0.592,0.453,1.564,0.6,0.4,0,0.2,0.4,0.2,0
18/10/2020,7.5,89.8,8.2,1016.3,0.5,0.8,32.5,11,1.7,0.004359423,0.008238212,10.4,3.59,0.532,0.425,1.549,0,0,0,0,0,0,0
19/10/2020,7.9,85.2,9.9,1005.1,0.9,1.2,31.2,11,4,4.059245867,6.088428601,10.2,3.58,0.524,0.423,1.541,3,9.8,3.8,3.4,11.2,1.6,2.8
20/10/2020,9.6,86.2,12.8,991.2,1.1,2.3,33.9,11.4,4.9,3.355528897,3.950291897,11.7,5.24,0.698,0.476,1.544,2.6,9.6,2,1.8,3.6,3.2,4
21/10/2020,10.6,92.9,13,988.5,0.3,0.3,34.1,12,3.2,2.924358329,4.475590575,13.9,7.12,0.886,0.542,1.586,1,15,0.8,0.6,4.4,1.6,2.2
22/10/2020,7.2,77.3,9.8,997.3,1.3,1,32.9,11.5,4.7,0.863388987,1.50676931,14.5,6.8,0.999,0.588,1.589,0,5.6,0.2,0.6,1.6,0.4,0.6
23/10/2020,6.7,82.4,7.6,998.5,0.6,-1,30.6,10.7,3,1.318584683,2.074922676,12.8,5.88,0.874,0.545,1.579,0.2,5,0.8,0.2,2,0.6,1
24/10/2020,8.1,89,9.4,988.6,0.7,0.5,33.8,10.5,4.3,13.45387043,14.85039028,25.8,13.6,1.094,0.691,1.675,9.6,17.4,10.8,10.6,22.8,13.8,13.2
25/10/2020,6.7,79.1,8.6,984.6,1.2,0.3,33.3,10.3,4.9,4.154632552,5.645405147,27.5,11.3,1.857,0.902,1.772,1.2,5.2,3.8,1.8,10.8,3,3.6
26/10/2020,7.2,85.8,8.2,985.6,0.8,-0.1,32.3,10,4.3,6.663266261,9.194221295,28.7,18.9,1.678,0.767,1.665,4,12.2,9,2.6,24,9.8,4.8
27/10/2020,7.4,88.5,8.1,986.3,0.4,-1.2,35.5,9.8,4.2,7.049318094,8.455601637,40.1,23.5,2.565,1.122,1.785,5.8,12.8,8,5.2,13.8,5.6,5.6
28/10/2020,6.6,79,8.3,989.6,1.1,0,34.9,9.5,5.1,6.566065954,6.944902009,37.7,18.8,2.355,1.126,1.807,4.8,3.6,6.6,3.8,12,6,4.6
29/10/2020,8.6,87.7,10.5,998.3,0.6,0.1,35.8,9.6,4.9,16.81036813,20.57827193,60.5,35.3,2.608,1.226,1.845,7.2,23.6,10.8,8.4,30,13.2,15.8
30/10/2020,9.7,90.6,12,1004.6,0.6,0.9,34.6,10.8,3.4,1.306597528,1.007754097,57.3,30.1,3.386,1.682,1.953,1.6,2.2,0.6,2,2,0.4,1.2
31/10/2020,8.7,83.4,11.5,998.2,0.9,-0.3,35.9,10.6,6,3.979254877,4.728669208,37.2,17.3,2.196,0.999,1.805,3.8,8.2,2,5.4,2,2.6,4.2
01/11/2020,8.9,81.4,12.2,987.4,1.4,1.8,35.5,10.5,7.3,39.46039573,51.70369929,60.1,34.4,1.967,1.077,1.756,11.8,65.2,40.4,11.8,74.6,32,37.6
02/11/2020,8.1,78.4,11.2,990.2,1.4,0.6,36.9,11.2,6.7,14.24591689,16.2222163,124,84.6,4.286,2.714,2.191,9.2,20.8,13,7.4,10.6,14,11.4
03/11/2020,5.9,77.9,6.6,1008.7,0.8,-1.3,36,10,3.7,1.919198922,1.727345197,112,64.3,4.104,2.988,2.257,0.2,2.4,0.8,0.6,0.6,1.6,2.8
04/11/2020,6.3,81.4,7,1025.4,0.6,-1.4,35.6,9.1,2.1,0.042161774,0.037218696,68.5,37.1,3.219,1.981,2.053,0,0,0,0,0,0,0
05/11/2020,7.7,87.5,8.9,1029.5,0.5,0.1,35.5,9.2,2.4,0.129928074,0.065653302,44,22.4,2.218,1.355,1.893,0,0,0,0,0,0,0.2
06/11/2020,7.1,100.6,5.5,1023.3,0.3,0.9,35.7,9.3,1.2,0.034891668,0.038194909,28.8,13.1,1.535,0.876,1.746,0.2,0.2,0,0,0,0,0
07/11/2020,7.1,101.2,5.5,1015,0.3,1.4,36.2,9.3,1.1,0.349437669,0.188015621,22,9.47,1.198,0.724,1.676,0.4,0.6,0,0.4,0,0.4,0.4
08/11/2020,8.7,101.2,8.6,1012.1,0.2,0.8,37,9.6,0.9,1.285449842,1.535794046,18.8,7.77,1.008,0.64,1.638,0.8,1.6,0.8,1,1.2,1,0.8
